"name","age","hometown","boarded","destination","lifeboat","body","class","homecountry","survivaloutcome","position","crew","sex","agecharacter"
"Allen, Mr. George",26,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Scullion","Crew","Male","26"
"Allen, Mr. Frederick",17,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Lift Steward","Crew","Male","17"
"Allsop, Mr. Frank Richard",41,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","41"
"Anderson, Mr. Walter J.",48,"Southampton, Hampshire, England","Southampton",NA,NA,"146",NA,NA,"Perished","Bedroom Steward","Crew","Male","48"
"Andrews, Mr. Charles Edward",19,"Southampton, Hampshire, England","Southampton",NA,"16",NA,NA,NA,"Perished","Assistant Second Class Saloon Steward","Crew","Male","19"
"Ashcroft, Mr. Austin Aloysius",26,"Seacombe, Cheshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Clerk","Crew","Male","26"
"Ashe, Mr. Henry Wellesley",32,"Liverpool, Lancashire, England","Southampton",NA,NA,"34",NA,NA,"Perished","Glory Hole Steward","Crew","Male","32"
"Ayling, Mr. George Edwin",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Vegetable Cook","Crew","Male","22"
"Back, Mr. Charles Frederick",32,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Assistant Lounge Steward","Crew","Male","32"
"Baggott, Mr. Allen Marden",28,"Itchen, Hampshire, England","Southampton",NA,"9",NA,NA,NA,"Survived","First Class Saloon Steward","Crew","Male","28"
"Bagley, Mr. Edward Ernest",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Crew","Male","31"
"Bailey, Mr. George Francis",36,"Shepperton, London, England","Belfast",NA,NA,"161",NA,NA,"Perished","Second Class Saloon Steward","Crew","Male","36"
"Ball, Mr. Percy",19,"Southampton, Hampshire, England","Southampton",NA,"13",NA,NA,NA,"Survived","First Class Plate Steward","Crew","Male","19"
"Barker, Mr. Albert Vale",19,"Winchester, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Baker","Crew","Male","19"
"Barker, Mr. Ernest T.",37,"London, England","Southampton",NA,NA,"159",NA,NA,"Perished","First Class Saloon Steward","Crew","Male","37"
"Barker, Mr. Reginald Lomond",40,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Assistant Purser","Crew","Male","40"
"Barlow, Mr. George",36,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Second Class Bedroom Steward","Crew","Male","36"
"Barnes, Mr. Frederick",37,"Southampton, Hampshire, England","Southampton",NA,NA,"26{?}",NA,NA,"Perished","Assistant Baker","Crew","Male","37"
"Barratt, Mr. Arthur",15,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bell Boy","Crew","Male","15"
"Barringer, Mr. Arthur William",33,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Crew","Male","33"
"Barrow, Mr. Harry",35,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Butcher","Crew","Male","35"
"Barrows, Mr. William",32,"London, England","Southampton",NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Crew","Male","32"
"Barton, Mr. Sidney John",25,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Third Class Steward","Crew","Male","25"
"Baxter, Mr. Harry Ross",51,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Third Class Steward","Crew","Male","51"
"Baxter, Mr. Thomas Ferguson",48,"Southampton, Hampshire, England","Southampton",NA,NA,"235",NA,NA,"Perished","Linen Steward","Crew","Male","48"
"Bedford, Mr. William Barnet",31,"Itchen, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Roast Cook","Crew","Male","31"
"Beedem, Mr. George Arthur",34,"London, England","Southampton",NA,NA,NA,NA,NA,"Perished","Second Class Bedroom Steward","Crew","Male","34"
"Beere, Mr. William",19,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Kitchen Porter","Crew","Male","19"
"Benham, Mr. Frederick",29,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Second Class Saloon Steward","Crew","Male","29"
"Bennett, Mrs. Mabel",30,"Southampton, Hampshire, England","Southampton",NA,"5",NA,NA,NA,"Survived","First Class Stewardess","Crew","Female","30"
"Bessant, Mr. Edward William",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Baggage Steward","Crew","Male","31"
"Best, Mr. Alfred",38,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Crew","Male","38"
"Blake, Mr. Seaton",26,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Mess Steward","Crew","Male","26"
"Bishop, Mr. Walter Alexander",34,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","First Class Bedroom Steward","Crew","Male","34"
"Bliss, Mrs. Emma (née Junod)",45,"London, England","Southampton",NA,"15",NA,NA,NA,"Survived","First Class Stewardess","Crew","Female","45"
"Bochatay, Mr. Alexis Joseph",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Chef","Crew","Male","30"
"Bogie, Mr. Norman Leslie",29,"Eastleigh, Hampshire, England","Southampton",NA,NA,"274",NA,NA,"Perished","Second Class Bedroom Steward","Crew","Male","29"
"Bond, Mr. William John",40,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","First Class Bedroom Steward","Crew","Male","40"
"Boothby, Mr. W.",36,"Southampton, Hampshire, England","Southampton",NA,NA,"107",NA,NA,"Perished","Second Class Bedroom Steward","Crew","Male","36"
"Boston, Mr. William John",30,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Assistant Deck Steward","Crew","Male","30"
"Boughton, Mr. B.",24,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Crew","Male","24"
"Boyd, Mr. John",35,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Crew","Male","35"
"Boyes, Mr. John Henry",36,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Crew","Male","36"
"Bradshaw, Mr. J.A.",43,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","First Class Plate Steward","Crew","Male","43"
"Brewster, Mr. George H.",48,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","First Class Bedroom Steward","Crew","Male","48"
"Bride, Mr. Harold Sydney",22,"Southampton, Hampshire, England","Belfast",NA,"B",NA,NA,NA,"Survived","Assistant Telegraphist","Crew","Male","22"
"Bristow, Mr. Robert Charles",31,"Southampton, Hampshire, England","Southampton",NA,NA,"290",NA,NA,"Perished","Third Class Steward","Crew","Male","31"
"Bristow, Mr. Harry",33,"Looe, Cornwall","Southampton",NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Crew","Male","33"
"Brookman, Mr, John",27,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Third Class Steward","Crew","Male","27"
"Broom, Mr. H.",33,"Cowes, Isle of Wight, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bath Steward","Crew","Male","33"
"Broome, Mr. Athol Frederick",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Verandah Steward","Crew","Male","30"
"Brown, Mr. Edward",34,"Southampton, Hampshire, England","Belfast",NA,"A",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","34"
"Brown, Mr. Walter James",28,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","28"
"Buckley, Mr. H.E.",34,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Vegetable Cook","Crew","Male","34"
"Bull, Mr. W.",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Scullion","Crew","Male","30"
"Bulley, Mr. Henry Ashburnham",21,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Boots","Crew","Male","21"
"Bunnell, Mr. Wilfred",20,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Plate Steward","Crew","Male","20"
"Burgess, Mr. Charles Reginald",18,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,"Survived","Extra Third Baker","Crew","Male","18"
"Burke, Mr. Richard Edward",30,"Chandler's Ford, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Lounge Steward","Crew","Male","30"
"Burke, Mr. William",31,"Southampton, Hampshire, England","Belfast",NA,"10",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","31"
"Burr, Mr. Ewart",29,"Woolston, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","29"
"Burrage, Mr. Alfred",20,"Southampton, Hampshire, England","Southampton",NA,"13",NA,NA,NA,"Survived","Plate Steward","Crew","Male","20"
"Butt, Mr. Robert Henry",22,"Southampton, Hampshire, England","Southampton",NA,NA,"10",NA,NA,"Perished","Saloon Steward","Crew","Male","22"
"Butterworth, Mr. John",23,"Southampton, Hampshire, England","Southampton",NA,NA,"116",NA,NA,"Perished","Saloon Steward","Crew","Male","23"
"Byrne, Mr. J.E.",31,"Ilford, London, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","31"
"Campbell, Mr. Donald S.",25,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Third Class Clerk","Crew","Male","25"
"Carney, Mr. William",31,"Liverpool, Lancashire, England","Southampton",NA,NA,"251",NA,NA,"Perished","Lift Steward","Crew","Male","31"
"Cartwright, Mr. James Edward",32,"Southampton, Hampshire, England","Belfast",NA,NA,"320",NA,NA,"Perished","Saloon Steward","Crew","Male","32"
"Casswill, Mr. Charles",32,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","32"
"Caton, Miss Annie",50,"London, England","Southampton",NA,"11",NA,NA,NA,"Survived","Turkish Bath Stewardess","Crew","Female","50"
"Caunt, Mr. William Ewart",27,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Grill Cook","Crew","Male","27"
"Cave, Mr. Herbert",34,"Southampton, Hampshire, England","Belfast",NA,NA,"218",NA,NA,"Perished","Saloon Steward","Crew","Male","34"
"Cecil, Mr. C.",20,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","20"
"Chapman, Mr. Joseph Charles",32,"Southampton, Hampshire, England","Southampton",NA,"9",NA,NA,NA,"Survived","Boots","Crew","Male","32"
"Charman, Mr. John",25,"Southampton, Hampshire, England","Southampton",NA,NA,"185{?}",NA,NA,"Perished","Saloon Steward","Crew","Male","25"
"Cheverton, Mr. William Edward",27,"Newport, Pembrokeshire, Wales","Belfast",NA,NA,"334",NA,NA,"Perished","Saloon Steward","Crew","Male","27"
"Chitty, Mr. Archibald George",28,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","28"
"Chitty, Mr. George Henry",52,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Baker","Crew","Male","52"
"Christmas, Mr. H.",33,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Saloon Steward","Crew","Male","33"
"Coleman, Mr. Albert Edward",28,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","28"
"Coleman, Mr. John",57,"Itchen, Hampshire, England","Southampton",NA,NA,"112{?}",NA,NA,"Perished","Mess Steward","Crew","Male","57"
"Colgan, Mr. E. Joseph",33,"Southampton, Hampshire, England","Southampton",NA,"13",NA,NA,NA,"Survived","Scullion","Crew","Male","33"
"Collins, Mr. John",17,"Belfast, Ireland","Southampton",NA,"B",NA,NA,NA,"Survived","Scullion","Crew","Male","17"
"Conway, Mr. P.W.",25,"London, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","25"
"Cook, Mr. George",42,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","42"
"Coombs, Mr. Augustus Charles",38,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Cook","Crew","Male","38"
"Corben, Mr. Ernest Theodore",27,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Printer Steward","Crew","Male","27"
"Coutin, Mr. Auguste Louis",28,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Entree Cook","Crew","Male","28"
"Cox, Mr. William Denton",29,"Southampton, Hampshire, England","Southampton",NA,NA,"300",NA,NA,"Perished","Steward","Crew","Male","29"
"Crafter, Mr. Frederick",27,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","27"
"Crawford, Mr. Alfred",36,"Southampton, Hampshire, England","Belfast",NA,"8",NA,NA,NA,"Survived","Bedroom Steward","Crew","Male","36"
"Crisp, Mr. Albert Hector",35,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","35"
"Crispin, Mr. William",32,"Eastleigh, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Glory Hole Steward","Crew","Male","32"
"Crosby, Mr. J. Bertram",42,"London, England","Southampton",NA,NA,NA,NA,NA,"Perished","Turkish Bath Attendant","Crew","Male","42"
"Crowe, Mr. George Frederick",30,"Southampton, Hampshire, England","Southampton",NA,"14",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","30"
"Crumplin, Mr. Charles",35,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","35"
"Cullen, Mr. Charles",45,"Southampton, Hampshire, England","Belfast",NA,"11",NA,NA,NA,"Survived","Bedroom Steward","Crew","Male","45"
"Cunningham, Mr. Andrew",35,"Southampton, Hampshire, England","Belfast",NA,"4",NA,NA,NA,"Survived","Bedroom Steward","Crew","Male","35"
"Daniels, Mr. Sidney Edward",18,"Southsea, Hampshire, England","Southampton",NA,"B",NA,NA,NA,"Survived","Steward","Crew","Male","18"
"Dashwood, Mr. William George",19,"Southampton, Hampshire, England","Southampton",NA,NA,"83",NA,NA,"Perished","Saloon Steward","Crew","Male","19"
"Davies, Mr. Gordon Raleigh",33,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","33"
"Davies, Mr. John James",27,"Southampton, Hampshire, England","Belfast",NA,NA,"200",NA,NA,"Perished","Extra 2nd Baker","Crew","Male","27"
"Davies, Mr. Robert J.",26,"Southampton, Hampshire, England","Belfast",NA,NA,"191",NA,NA,"Perished","Saloon Steward","Crew","Male","26"
"Dean, Mr. George H.",19,"Southampton, Hampshire, England","Southampton",NA,NA,"252",NA,NA,"Perished","Assistant Saloon Steward","Crew","Male","19"
"Deeble, Mr. Alfred Arnold",29,"Southampton, Hampshire, England","Belfast",NA,NA,"270",NA,NA,"Perished","Saloon Steward","Crew","Male","29"
"Derrett, Mr. Albert",26,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","26"
"Deslands, Mr. Percival Stainer",36,"Southampton, Hampshire, England","Southampton",NA,NA,"212",NA,NA,"Perished","Saloon Steward","Crew","Male","36"
"Desvernine, Mr. Louis Gabriel",20,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Pastry Cook","Crew","Male","20"
"Dinenage, Mr. James Richard",47,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","47"
"Dodd, Mr. George Charles",44,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","44"
"Dolby, Mr. Joseph",36,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Reception Room Steward","Crew","Male","36"
"Donoghue, Mr. Frank",35,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","35"
"Doughty, Mr. W.",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","22"
"Dunford, Mr. William",41,"Southampton, Hampshire, England","Southampton",NA,NA,"71",NA,NA,"Perished","Hospital Steward","Crew","Male","41"
"Dyer, Mr. William",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","31"
"Edbrooke, Mr. F.",24,"Portsmouth, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","24"
"Ede, Mr. George B.",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","22"
"Edge, Mr. Frederick William",37,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Deck Steward","Crew","Male","37"
"Edwards, Mr. Clement",38,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Pantryman Steward","Crew","Male","38"
"Egg, Mr. W.H.",34,"London, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","34"
"Ellis, Mr. John Bertram",30,"Southampton, Hampshire, England","Southampton",NA,"2",NA,NA,NA,"Survived","Assistant Vegetable Cook","Crew","Male","30"
"Ennis, Mr. Walter",35,"Southport, Lancashire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Turkish Bath Attendant","Crew","Male","35"
"Etches, Mr. Henry Samuel",41,"Southampton, Hampshire, England","Belfast",NA,"5",NA,NA,NA,"Survived","Bedroom Steward","Crew","Male","41"
"Evans, Mr. George Richard",32,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","32"
"Fairall, Mr. Henry",38,"Ryde, Isle of Wight, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","38"
"Farrenden, Mr. Ernest John",32,"Emsworth, Hampshire, England","Belfast",NA,NA,"26{?}",NA,NA,"Perished","Confectioner","Crew","Male","32"
"Faulkner, Mr. William Stephen",37,"Southampton, Hampshire, England","Belfast",NA,"11",NA,NA,NA,"Survived","Bedroom Steward","Crew","Male","37"
"Fellowes, Mr. Alfred J.",29,"Southampton, Hampshire, England","Belfast",NA,NA,"138",NA,NA,"Perished","Boots","Crew","Male","29"
"Feltham, Mr. G.",36,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Vienna Baker","Crew","Male","36"
"Finch, Mr. Harry",18,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","18"
"Fletcher, Mr. Peter W.",26,"Sholing, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bugler Steward","Crew","Male","26"
"Foley, Mr. William C.",26,"Southampton, Hampshire, England","Southampton",NA,"13",NA,NA,NA,"Survived","Steward","Crew","Male","26"
"Ford, Mr. Ernest",32,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","32"
"Ford, Mr. F.",37,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","37"
"Fox, Mr. William Thomas",27,"Ealing, London, England","Southampton",NA,NA,"214{?}",NA,NA,"Perished","Steward","Crew","Male","27"
"Franklin, Mr. Alan Vincent",29,"Southampton, Hampshire, England","Southampton",NA,NA,"262",NA,NA,"Perished","Saloon Steward","Crew","Male","29"
"Freeman, Mr. Ernest Edward Samuel",43,"Southampton, Hampshire, England","Belfast",NA,NA,"239",NA,NA,"Perished","Deck Steward","Crew","Male","43"
"Geddes, Mr. Richard Charles",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","31"
"Gibbons, Mr. Jacob William",36,"Studland, Dorset, England","Southampton",NA,"11",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","36"
"Giles, Mr. John Robert",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Baker","Crew","Male","30"
"Gill, Mr. Joseph Stanley",34,"Southampton, Hampshire, England","Belfast",NA,NA,"49",NA,NA,"Perished","Bedroom Steward","Crew","Male","34"
"Gill, Mr. Patrick",38,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Ship's Cook","Crew","Male","38"
"Gold, Mrs. Katherine (née Cook)",42,"Southampton, Hampshire, England","Southampton",NA,"11",NA,NA,NA,"Survived","Stewardess","Crew","Female","42"
"Gollop, Mr. F.",28,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Passage Cook","Crew","Male","28"
"Goshawk, Mr. Arthur James",31,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","3rd Saloon Steward","Crew","Male","31"
"Gregson, Miss Mary",44,"Southampton, Hampshire, England","Southampton",NA,"16",NA,NA,NA,"Survived","Stewardess","Crew","Female","44"
"Gunn, Mr. Joseph Alfred",28,"Southampton, Hampshire, England","Southampton",NA,NA,"125{?}",NA,NA,"Perished","Assistant Saloon Steward","Crew","Male","28"
"Guy, Mr. Edward John",28,"Southampton, Hampshire, England","Southampton",NA,"5",NA,NA,NA,"Survived","Boots","Crew","Male","28"
"Halford, Mr. Richard",22,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,"Survived","Steward","Crew","Male","22"
"Hall, Mr. F.A.J.",38,"London, England","Southampton",NA,NA,NA,NA,NA,"Perished","Scullion","Crew","Male","38"
"Hamblyn, Mr. Ernest William",41,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","41"
"Hamilton, Mr. Ernest",25,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Assistant Smoke Room Steward","Crew","Male","25"
"Harding, Mr. A.",20,"Swaythling, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Pantry Steward","Crew","Male","20"
"Hardwick, Mr. Reginald",21,"Southampton, Hampshire, England","Southampton",NA,"11",NA,NA,NA,"Survived","Kitchen Porter","Crew","Male","21"
"Hardy, Mr. John T.",37,"Southampton, Hampshire, England","Belfast",NA,"D",NA,NA,NA,"Survived","Chief 2nd Class Steward","Crew","Male","37"
"Harris, Mr. Charles William",19,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","19"
"Harris, Mr. Clifford Henry",16,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bell Boy","Crew","Male","16"
"Harris, Mr. Edward",18,"Winchester, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Pantryman Steward","Crew","Male","18"
"Harrison, Mr. Aragon D.",40,"Southampton, Hampshire, England","Southampton",NA,"9",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","40"
"Hart, Mr. John Edward",31,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,"Survived","3rd Class Steward","Crew","Male","31"
"Hartnell, Mr. Frederick",21,"Southampton, Hampshire, England","Southampton",NA,"11",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","21"
"Hatch, Mr. Hugh",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Scullion","Crew","Male","22"
"Hawkesworth, Mr. James",38,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","38"
"Hawkesworth, Mr. William Walter",38,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Deck Steward","Crew","Male","38"
"Hayter, Mr. Arthur",44,"Southampton, Hampshire, England","Belfast",NA,NA,"25",NA,NA,"Perished","Bedroom Steward","Crew","Male","44"
"Heinen, Mr. Joseph",30,"Lewisham, London, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","30"
"Hendy, Mr. Edward Martin",38,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","38"
"Hensford, Mr. Herbert George",29,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Butcher","Crew","Male","29"
"Hewett, Mr. Thomas",37,"Liverpool, Lancashire, England","Belfast",NA,NA,"168",NA,NA,"Perished","Bedroom Steward","Crew","Male","37"
"Hill, Mr. H.P.",36,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","36"
"Hill, Mr. James Colston",38,"Southampton, Hampshire, England","Belfast",NA,NA,"152",NA,NA,"Perished","Bedroom Steward","Crew","Male","38"
"Hinckley, Mr. George",35,"Southampton, Hampshire, England","Southampton",NA,NA,"66",NA,NA,"Perished","Bath Steward","Crew","Male","35"
"Hine, Mr. William Edward",36,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Baker","Crew","Male","36"
"Hiscock, Mr. S.",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Plate Steward","Crew","Male","22"
"Hoare, Mr. Leonard James",21,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","21"
"Hogg, Mr. Charles William",37,"Liverpool, Lancashire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","37"
"Hogue, Mr. E.",22,"London, England","Southampton",NA,NA,NA,NA,NA,"Perished","Plate Steward","Crew","Male","22"
"Holland, Mr. Thomas",28,"Liverpool, Lancashire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Reception Steward","Crew","Male","28"
"Holloway, Mr. Sidney",20,"Southampton, Hampshire, England","Southampton",NA,NA,"273",NA,NA,"Perished","Clothes Presser","Crew","Male","20"
"Hopkins, Mr. F.",16,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Plate Steward","Crew","Male","16"
"House, Mr. William",38,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","38"
"Howell, Mr. Arthur Albert",31,"Itchen, Hampshire, England","Belfast",NA,NA,"319",NA,NA,"Perished","Saloon Steward","Crew","Male","31"
"Hughes, Mr. William Thomas",33,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","33"
"Humby, Mr. Frederick",16,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Plate Steward","Crew","Male","16"
"Humphreys, Mr. Thomas Humphrey",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Saloon Steward","Crew","Male","31"
"Hutchinson, Mr. James",29,"Liverpool, Lancashire, England","Southampton",NA,NA,"250",NA,NA,"Perished","Vegetable Cook","Crew","Male","29"
"Hyland, Mr. Leo James",19,"Southampton, Hampshire, England","Southampton",NA,"11",NA,NA,NA,"Survived","Steward","Crew","Male","19"
"Ide, Mr. Harry John",32,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","32"
